arrest_type_code,charge,charge_description,charge_group_code,count,HRW_charge,perc_change_group
D,25620(A) BP,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,25620(A)(B),NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,25620(A)(B&,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,25620(A)(BP,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,25620(A))B&,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,25620(A)ABP,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,25620(A)B&B,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,25620(A)B7P,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,25620(A)BBP,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,25620(A)BD,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,25620(A)BMP,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,25620(A)BPM,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,25620(A)BPP,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,25620(A)H&S,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,25620(A)HS,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,25620(A)PC,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,25620(A0BP,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,25620(AQ)BP,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,25620(B),NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,25620(BP),NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,25620(BP)OB,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,25620(C)B&P,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,25620(C)LAM,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,25620(H)B&P,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,25620(I)BP,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,25620(P)BP,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,25620(S)BP,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,25620*A)B&P,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,256200(A)B&,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,256200(A)BP,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,2562020BP,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,256209(A)B&,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,256209(A)BP,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,256209BP,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,25620A B,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,25620A B/P,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,25620A BP,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,25620A)BP,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,25620ABB,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,25620ABIPOB,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,25620ABMD,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,25620ABPLAM,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,25620ABPS,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,25620ACP,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,25620APC,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,25620AVC,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,25620B/P,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,25620B&P OB,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,25620B&P OS,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,25620B&PLAM,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,25620BLAMC,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,25620BNP,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,25620BPC,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,25620C,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,25620CAB&P,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,25620DBP,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,25620HS,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,25620J(A)BP,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,25620OBP,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,25620PBW,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,25620PC,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,41.27 (C),NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
O,41.27 (C),NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,41.27 (H),NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,41.27 (LAMC,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,41.27 C LAC,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,41.27 C LAM,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,41.27.2,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,41.27.2LAMC,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,41.27()LAMC,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,41.27(1)PC,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,41.27(A),NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,41.27(A)(1),NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,41.27(C);AM,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,41.27(C)(LA,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
F,41.27(C)LAM,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,41.27(C)LSM,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,41.27(C)MC,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,41.27(C)MC,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,41.27(C)PC,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,41.27(C0LAM,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,41.27(CLAMC,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,41.27(D)H&S,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,41.27(D0LAM,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,41.27(DLAMC,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,41.27(E)LAM,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,41.27(H),NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,41.27(I),NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,41.27(I)LAM,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,41.27(L)LAM,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,41.27(LAMC),NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,41.27(LAMC),NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,41.27(N)LAM,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,41.27(O),NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,41.27)D)LAM,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,41.27*C)LAM,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,41.270 LAMC,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,41.271LAM,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,41.272LAMC,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,41.279(C),NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,41.279(C)LA,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,41.279D0LAM,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,41.27B,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,41.27BLAMC,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,41.27BP,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,41.27CCLAMC,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,41.27CDLAMC,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,41.27CLAMN,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,41.27CLMAMC,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,41.27CLMC,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,41.27CMC,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,41.27ELAMC,NO DRINKING SIGN REQ OFF-SALE PREM,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,41.27H,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,41.27KLAMC,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,41.27L LAMC,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,41.27LAMD,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,41.27LMC,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,41.27NLAMC,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,41.27OLAMC,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,41.27VLAMC,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,411.18DLAMC,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,4127(C),NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,4127(C),NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,4127(C) LAM,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,4127(C)MC,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,4127(D)LAMC,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,41272LAMC,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,4127A,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,4127ALAMC,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,4127BLAMC,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,4127C(C)LAM,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,4127CLMAMC,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,4127CMN,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,4127DLAMC,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,4127DLMAC,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,4127HLAMC,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
I,4127HVC,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,4127M,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,B&P25620(A),NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,BP25620A,NA,NA,1,Open alcohol/drinking in public,Unhoused-specific charge
M,63.44LAMC,PARK REGULATIONS,NA,1389,Park regulations,Unhoused-specific charge
I,63.44B24LAM,NA,NA,1016,Park regulations,Unhoused-specific charge
I,63.44I9LAMC,NA,NA,973,Park regulations,Unhoused-specific charge
I,63.44(B)24L,NA,NA,854,Park regulations,Unhoused-specific charge
I,63.44(B)14B,NA,NA,706,Park regulations,Unhoused-specific charge
I,63.44(I)(9),NA,NA,562,Park regulations,Unhoused-specific charge
I,63.44(B)(24,NA,NA,545,Park regulations,Unhoused-specific charge
I,63.44(I)9LA,NA,NA,519,Park regulations,Unhoused-specific charge
M,63.44BLAMC,PARK REGULATIONS,NA,484,Park regulations,Unhoused-specific charge
M,63.44B14LAM,PRESENT IN PARK AFTER HOURS,NA,361,Park regulations,Unhoused-specific charge
I,63.44D4LAMC,NA,NA,224,Park regulations,Unhoused-specific charge
M,63.44B24LAM,NA,NA,177,Park regulations,Unhoused-specific charge
I,63.44B14ALA,NA,NA,160,Park regulations,Unhoused-specific charge
I,63.44(D)(4),NA,NA,137,Park regulations,Unhoused-specific charge
I,6344D4,NA,NA,137,Park regulations,Unhoused-specific charge
I,6344B26D,NA,NA,126,Park regulations,Unhoused-specific charge
M,63.44D4LAMC,NA,NA,125,Park regulations,Unhoused-specific charge
I,63.44I13DLA,NA,NA,122,Park regulations,Unhoused-specific charge
I,6344B24LAMC,NA,NA,113,Park regulations,Unhoused-specific charge
I,63.44B14B,NA,NA,105,Park regulations,Unhoused-specific charge
I,63.44B26DLA,NA,NA,95,Park regulations,Unhoused-specific charge
M,63.44(B)24L,NA,NA,91,Park regulations,Unhoused-specific charge
I,63.44(B)14A,NA,NA,90,Park regulations,Unhoused-specific charge
I,63.44D4,NA,NA,88,Park regulations,Unhoused-specific charge
I,63.44B14(B),NA,NA,86,Park regulations,Unhoused-specific charge
I,63.44(B)LAM,NA,NA,84,Park regulations,Unhoused-specific charge
I,63.44B14LAM,NA,Miscellaneous Other Violations,84,Park regulations,Unhoused-specific charge
I,63.44BLAMC,NA,Miscellaneous Other Violations,81,Park regulations,Unhoused-specific charge
I,63.44(B)(14,NA,NA,70,Park regulations,Unhoused-specific charge
M,63.44(B)14C,NA,NA,67,Park regulations,Unhoused-specific charge
I,63.44(I)(13,NA,NA,66,Park regulations,Unhoused-specific charge
I,63.44(B)(26,NA,NA,62,Park regulations,Unhoused-specific charge
I,63.44LAMC,NA,Miscellaneous Other Violations,60,Park regulations,Unhoused-specific charge
I,63.44B26LAM,NA,NA,59,Park regulations,Unhoused-specific charge
M,63.44(B)LAM,NA,NA,58,Park regulations,Unhoused-specific charge
I,63.44(B)24,NA,NA,56,Park regulations,Unhoused-specific charge
M,63.44B26DLA,NA,NA,53,Park regulations,Unhoused-specific charge
M,63.44(D)(4),NA,NA,51,Park regulations,Unhoused-specific charge
I,6344BLAMC,NA,NA,51,Park regulations,Unhoused-specific charge
M,63.44(B)14B,NA,NA,50,Park regulations,Unhoused-specific charge
M,63.44(B)14(,NA,NA,48,Park regulations,Unhoused-specific charge
M,63.44(D)LAM,NA,NA,43,Park regulations,Unhoused-specific charge
I,63.44(D)LAM,NA,NA,40,Park regulations,Unhoused-specific charge
M,63.44DLAMC,NA,NA,40,Park regulations,Unhoused-specific charge
M,6344B14BLAM,NA,NA,40,Park regulations,Unhoused-specific charge
I,63.44B24,NA,NA,39,Park regulations,Unhoused-specific charge
I,63.44B14(A),NA,NA,37,Park regulations,Unhoused-specific charge
I,63.44B(14)A,NA,NA,36,Park regulations,Unhoused-specific charge
M,63.44B14ALA,NA,NA,36,Park regulations,Unhoused-specific charge
I,63.44B26D,NA,NA,34,Park regulations,Unhoused-specific charge
I,63.44(D)4,NA,NA,33,Park regulations,Unhoused-specific charge
I,63.44(D)4LA,NA,NA,31,Park regulations,Unhoused-specific charge
I,63.44B26CLA,NA,NA,31,Park regulations,Unhoused-specific charge
I,63.44(B)14(,NA,NA,30,Park regulations,Unhoused-specific charge
I,63.44B14BLA,NA,NA,28,Park regulations,Unhoused-specific charge
I,6344B26C,NA,NA,28,Park regulations,Unhoused-specific charge
M,63.44I9LAMC,ERECT/USE TENT/SHELTER ON BEACH,Miscellaneous Other Violations,26,Park regulations,Unhoused-specific charge
I,63.44(B)14L,NA,NA,25,Park regulations,Unhoused-specific charge
I,6344D4LAMC,NA,NA,23,Park regulations,Unhoused-specific charge
I,63.44(B)26(,NA,NA,22,Park regulations,Unhoused-specific charge
I,63.44DLAMC,NA,NA,22,Park regulations,Unhoused-specific charge
M,63.44I12LAM,SLEEP ON BEACH HRS OF DARKNESS,NA,22,Park regulations,Unhoused-specific charge
M,63.44B26CLA,NA,NA,21,Park regulations,Unhoused-specific charge
I,63.44B17LAM,NA,NA,20,Park regulations,Unhoused-specific charge
I,63.44B26(D),NA,NA,20,Park regulations,Unhoused-specific charge
M,63.44B26LAM,NA,NA,20,Park regulations,Unhoused-specific charge
I,6344B14A,NA,NA,20,Park regulations,Unhoused-specific charge
I,6344B24,NA,NA,20,Park regulations,Unhoused-specific charge
I,63.44(B)14,NA,NA,19,Park regulations,Unhoused-specific charge
M,63.44(B)14,NA,NA,19,Park regulations,Unhoused-specific charge
M,63.44B14(A),NA,NA,19,Park regulations,Unhoused-specific charge
M,63.44(B)(14,NA,NA,18,Park regulations,Unhoused-specific charge
I,63.44(I)13D,NA,NA,18,Park regulations,Unhoused-specific charge
I,63.44(B)1B4,NA,NA,17,Park regulations,Unhoused-specific charge
I,63.44B14A,NA,NA,17,Park regulations,Unhoused-specific charge
M,63.44B14A,NA,NA,17,Park regulations,Unhoused-specific charge
M,63.44(I)12,NA,NA,16,Park regulations,Unhoused-specific charge
M,63.44(D)4LA,NA,NA,15,Park regulations,Unhoused-specific charge
M,63.44B14CLA,NA,NA,15,Park regulations,Unhoused-specific charge
I,64.44(I)9LA,NA,NA,14,Park regulations,Unhoused-specific charge
I,63.44,NA,NA,13,Park regulations,Unhoused-specific charge
I,63.44B26C,NA,NA,13,Park regulations,Unhoused-specific charge
I,63.44(B)17L,NA,NA,12,Park regulations,Unhoused-specific charge
M,63.44(I)(12,NA,NA,12,Park regulations,Unhoused-specific charge
I,63.44(I)9,NA,NA,11,Park regulations,Unhoused-specific charge
I,63.44(N)3LA,NA,NA,11,Park regulations,Unhoused-specific charge
M,63.44B14C,NA,NA,11,Park regulations,Unhoused-specific charge
I,63.44B16LAM,NA,NA,11,Park regulations,Unhoused-specific charge
I,63.44I12LAM,NA,Miscellaneous Other Violations,11,Park regulations,Unhoused-specific charge
I,63.44(B)19L,NA,NA,10,Park regulations,Unhoused-specific charge
I,63.44(B)26,NA,NA,10,Park regulations,Unhoused-specific charge
I,63.44B19LAM,NA,NA,10,Park regulations,Unhoused-specific charge
I,6344DLAMC,NA,NA,10,Park regulations,Unhoused-specific charge
I,63.44(B)(17,NA,NA,9,Park regulations,Unhoused-specific charge
M,63.44(B)(2),NA,NA,9,Park regulations,Unhoused-specific charge
M,63.44(B)(24,NA,NA,9,Park regulations,Unhoused-specific charge
M,63.44(I)9LA,NA,NA,9,Park regulations,Unhoused-specific charge
I,63.4419LAMC,NA,NA,9,Park regulations,Unhoused-specific charge
I,63.44B(26)D,NA,NA,9,Park regulations,Unhoused-specific charge
I,63.44B7LAMC,NA,NA,9,Park regulations,Unhoused-specific charge
I,63.44IALAMC,NA,NA,9,Park regulations,Unhoused-specific charge
M,63.44(B)(26,NA,NA,8,Park regulations,Unhoused-specific charge
I,63.44(B)(4),NA,NA,8,Park regulations,Unhoused-specific charge
I,63.44(I)(A),NA,NA,8,Park regulations,Unhoused-specific charge
I,63.44D4 LAM,NA,NA,8,Park regulations,Unhoused-specific charge
I,63.44I9 LAM,NA,NA,8,Park regulations,Unhoused-specific charge
M,63.44(1)(12,NA,NA,7,Park regulations,Unhoused-specific charge
I,63.44(26)(B,NA,NA,7,Park regulations,Unhoused-specific charge
M,63.44(B),NA,NA,7,Park regulations,Unhoused-specific charge
